300
3
34887970,1954203880,1211058942,571252199,113483820,
34887970,1954203880,2106346098,1667116624,600816633,
34887970,1954203880,928175985,1348369584,1920503122,
34887970,1954203880,628834175,1359517954,449945798,
34887970,1954203880,2018322759,539917529,1138983845,
34887970,1954203880,794883743,671740204,1713320995,
34887970,1954203880,2050327876,1189955777,307196938,
34887970,1954203880,717079622,1012101555,1908400453,
34887970,1954203880,1421392360,343754747,984728447,
34887970,1954203880,1497047307,1141955872,1260148134,
